subject,condition,trial,Value,sum_duration,subjectID,block,sex,date.of.birth,breed,test.date,age,sound.problem,trial_duration,prop.duration,vocalisation
Loki5,clumsy,4,vocalisation,0,dog_27,3,F,26/06/2019,Golden Retriever,20/05/2021,22,yes,27.6999672,0,0
Loki5,teasing,1,vocalisation,0,dog_27,2,F,26/06/2019,Golden Retriever,20/05/2021,22,yes,32.99992473,0,0
Loki5,teasing,2,vocalisation,0,dog_27,2,F,26/06/2019,Golden Retriever,20/05/2021,22,yes,34.99992016,0,0
Loki5,teasing,3,vocalisation,0,dog_27,2,F,26/06/2019,Golden Retriever,20/05/2021,22,yes,33.43325707,0,0
Loki5,teasing,4,vocalisation,0,dog_27,2,F,26/06/2019,Golden Retriever,20/05/2021,22,yes,33.0999245,0,0
Lorin,blocked,1,vocalisation,0,dog_26,3,M,14/01/2016,Mix,17/05/2021,64,no,33.09992819,0,0
Lorin,blocked,2,vocalisation,0,dog_26,3,M,14/01/2016,Mix,17/05/2021,64,no,33.16659471,0,0
Lorin,blocked,3,vocalisation,0,dog_26,3,M,14/01/2016,Mix,17/05/2021,64,no,34.69992472,0,0
Lorin,blocked,4,vocalisation,0,dog_26,3,M,14/01/2016,Mix,17/05/2021,64,no,39.19991496,0,0
Lorin,clumsy,1,vocalisation,0,dog_26,1,M,14/01/2016,Mix,17/05/2021,64,no,30.33330016,0,0
Lorin,clumsy,2,vocalisation,0,dog_26,1,M,14/01/2016,Mix,17/05/2021,64,no,36.96662624,0,0
Lorin,clumsy,3,vocalisation,0,dog_26,1,M,14/01/2016,Mix,17/05/2021,64,no,30.13330038,0,0
Lorin,clumsy,4,vocalisation,0,dog_26,1,M,14/01/2016,Mix,17/05/2021,64,no,31.46663226,0,0
Lorin,teasing,1,vocalisation,0,dog_26,2,M,14/01/2016,Mix,17/05/2021,64,no,34.0665869,0,0
Lorin,teasing,2,vocalisation,0,dog_26,2,M,14/01/2016,Mix,17/05/2021,64,no,32.66659017,0,0
Lorin,teasing,3,vocalisation,0,dog_26,2,M,14/01/2016,Mix,17/05/2021,64,no,36.46658128,0,0
Lorin,teasing,4,vocalisation,0,dog_26,2,M,14/01/2016,Mix,17/05/2021,64,no,34.69991875,0,0
Lottie2,blocked,1,vocalisation,0,dog_08,3,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,33.96666667,0,0
Lottie2,blocked,2,vocalisation,0,dog_08,3,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,31.7,0,0
Lottie2,blocked,3,vocalisation,0,dog_08,3,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,33.5,0,0
Lottie2,blocked,4,vocalisation,0,dog_08,3,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,31.33333333,0,0
Lottie2,clumsy,1,vocalisation,0,dog_08,1,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,34.83329182,0,0
Lottie2,clumsy,2,vocalisation,0,dog_08,1,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,31.83329539,0,0
Lottie2,clumsy,3,vocalisation,0,dog_08,1,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,29.83329778,0,0
Lottie2,clumsy,4,vocalisation,0,dog_08,1,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,28.49996603,0,0
Lottie2,teasing,1,vocalisation,0,dog_08,2,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,31.16666667,0,0
Lottie2,teasing,2,vocalisation,0,dog_08,2,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,28.13333333,0,0
Lottie2,teasing,3,vocalisation,0,dog_08,2,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,30.36666667,0,0
Lottie2,teasing,4,vocalisation,0,dog_08,2,F,17/05/2018,Parson Russell Terrier,06/05/2021,35,no,35.4,0,0
Lucifer,blocked,1,vocalisation,0,dog_46,2,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,30.69996794,0,0
Lucifer,blocked,2,vocalisation,0,dog_46,2,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,34.63329717,0,0
Lucifer,blocked,3,vocalisation,0,dog_46,2,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,35.49996293,0,0
Lucifer,blocked,4,vocalisation,0,dog_46,2,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,31.39996721,0,0
Lucifer,clumsy,1,vocalisation,0,dog_46,3,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,33.59996974,0,0
Lucifer,clumsy,2,vocalisation,0,dog_46,3,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,32.199971,0,0
Lucifer,clumsy,3,vocalisation,0,dog_46,3,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,32.199971,0,0
Lucifer,clumsy,4,vocalisation,0,dog_46,3,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,34.66663545,0,0
Lucifer,teasing,1,vocalisation,0,dog_46,1,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,31.59994087,0,0
Lucifer,teasing,2,vocalisation,0,dog_46,1,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,31.93327358,0,0
Lucifer,teasing,3,vocalisation,0,dog_46,1,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,31.96660685,0,0
Lucifer,teasing,4,vocalisation,0,dog_46,1,M,20/05/2018,Miniature Pinscher,20/05/2021,36,yes,32.23327302,0,0
Luna22,blocked,1,vocalisation,0,dog_44,3,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,32.09999908,0,0
Luna22,blocked,2,vocalisation,0,dog_44,3,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,34.799999,0,0
Luna22,blocked,3,vocalisation,0,dog_44,3,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,34.53333234,0,0
Luna22,blocked,4,vocalisation,0,dog_44,3,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,33.43333237,0,0
Luna22,clumsy,1,vocalisation,0,dog_44,1,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,32.66666667,0,0
Luna22,clumsy,2,vocalisation,0,dog_44,1,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,34.03333333,0,0
Luna22,clumsy,3,vocalisation,0,dog_44,1,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,25.4,0,0
Luna22,clumsy,4,vocalisation,0,dog_44,1,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,31.76666667,0,0
Luna22,teasing,1,vocalisation,0,dog_44,2,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,29.89999815,0,0
Luna22,teasing,2,vocalisation,0,dog_44,2,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,32.53333132,0,0
Luna22,teasing,3,vocalisation,0,dog_44,2,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,30.79999809,0,0
Luna22,teasing,4,vocalisation,0,dog_44,2,F,28/08/2015,"Mix (Border Collie, Border Collie x White Swiss Shepherd)",11/05/2021,68,no,30.36666479,0,0
Luna31,blocked,1,vocalisation,0,dog_23,2,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,29.63326349,0,0
Luna31,blocked,2,vocalisation,0,dog_23,2,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,32.19992411,0,0
Luna31,blocked,3,vocalisation,0,dog_23,2,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,31.63325878,0,0
Luna31,blocked,4,vocalisation,0,dog_23,2,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,31.16659321,0,0
Luna31,clumsy,1,vocalisation,0,dog_23,1,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,38.19991849,0,0
Luna31,clumsy,2,vocalisation,0,dog_23,1,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,36.19992276,0,0
Luna31,clumsy,3,vocalisation,0,dog_23,1,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,30.83326754,0,0
Luna31,clumsy,4,vocalisation,0,dog_23,1,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,30.73326776,0,0
Luna31,teasing,1,vocalisation,0,dog_23,3,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,31.49993332,0,0
Luna31,teasing,2,vocalisation,0,dog_23,3,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,30.63326849,0,0
Luna31,teasing,3,vocalisation,0,dog_23,3,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,31.49993332,0,0
Luna31,teasing,4,vocalisation,0,dog_23,3,F,26/04/2009,Labrador Retriever,13/05/2021,144,no,31.86659921,0,0
Manni2,blocked,1,vocalisation,0,dog_30,1,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,33.06666667,0,0
Manni2,blocked,2,vocalisation,0,dog_30,1,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,30.26666667,0,0
Manni2,blocked,3,vocalisation,0,dog_30,1,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,31.46666667,0,0
Manni2,blocked,4,vocalisation,0,dog_30,1,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,32.4,0,0
Manni2,clumsy,1,vocalisation,0,dog_30,2,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,32.53329784,0,0
Manni2,clumsy,2,vocalisation,0,dog_30,2,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,32.53329784,0,0
Manni2,clumsy,3,vocalisation,0,dog_30,2,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,31.06663278,0,0
Manni2,clumsy,4,vocalisation,0,dog_30,2,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,36.43329359,0,0
Manni2,teasing,1,vocalisation,0,dog_30,3,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,31.59994898,0,0
Manni2,teasing,2,vocalisation,0,dog_30,3,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,30.2666178,0,1
Manni2,teasing,3,vocalisation,0,dog_30,3,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,30.56661731,0,0
Manni2,teasing,4,vocalisation,0,dog_30,3,M,31/05/2016,Pyrenäen Sheep dog-smooth faced,19/05/2021,59,yes,32.13328145,0,0
Mika2,blocked,1,vocalisation,0,dog_34,2,F,07/01/2014,Whippet ,19/05/2021,88,yes,32.89992538,0,0
Mika2,blocked,2,vocalisation,0,dog_34,2,F,07/01/2014,Whippet ,19/05/2021,88,yes,33.39992424,0,0
Mika2,blocked,3,vocalisation,0,dog_34,2,F,07/01/2014,Whippet ,19/05/2021,88,yes,31.9332609,0,0
Mika2,blocked,4,vocalisation,0,dog_34,2,F,07/01/2014,Whippet ,19/05/2021,88,yes,30.8332634,0,0
Mika2,clumsy,1,vocalisation,0,dog_34,3,F,07/01/2014,Whippet ,19/05/2021,88,yes,29.99999809,0,0
Mika2,clumsy,2,vocalisation,0,dog_34,3,F,07/01/2014,Whippet ,19/05/2021,88,yes,33.5333312,0,0
Mika2,clumsy,3,vocalisation,0,dog_34,3,F,07/01/2014,Whippet ,19/05/2021,88,yes,36.03333104,0,0
Mika2,clumsy,4,vocalisation,0,dog_34,3,F,07/01/2014,Whippet ,19/05/2021,88,yes,32.86666457,0,1
Mika2,teasing,1,vocalisation,0,dog_34,1,F,07/01/2014,Whippet ,19/05/2021,88,yes,31.96660261,0,0
Mika2,teasing,2,vocalisation,0,dog_34,1,F,07/01/2014,Whippet ,19/05/2021,88,yes,34.69993047,0,0
Mika2,teasing,3,vocalisation,0,dog_34,1,F,07/01/2014,Whippet ,19/05/2021,88,yes,32.93326734,0,0
Mika2,teasing,4,vocalisation,0,dog_34,1,F,07/01/2014,Whippet ,19/05/2021,88,yes,31.06660442,0,0
Mogli5,blocked,1,vocalisation,0,dog_41,2,M,12/04/2020,Border Collie,21/05/2021,13,yes,30.1,0,0
Mogli5,blocked,2,vocalisation,0,dog_41,2,M,12/04/2020,Border Collie,21/05/2021,13,yes,31.93333333,0,0
Mogli5,blocked,3,vocalisation,0,dog_41,2,M,12/04/2020,Border Collie,21/05/2021,13,yes,29.36666667,0,0
Mogli5,blocked,4,vocalisation,0,dog_41,2,M,12/04/2020,Border Collie,21/05/2021,13,yes,31.33333333,0,0
Mogli5,clumsy,1,vocalisation,0,dog_41,1,M,12/04/2020,Border Collie,21/05/2021,13,yes,33.2666646,0,0
Mogli5,clumsy,2,vocalisation,0,dog_41,1,M,12/04/2020,Border Collie,21/05/2021,13,yes,30.69999809,0,0
Mogli5,clumsy,3,vocalisation,0,dog_41,1,M,12/04/2020,Border Collie,21/05/2021,13,yes,31.29999805,0,0
Mogli5,clumsy,4,vocalisation,0,dog_41,1,M,12/04/2020,Border Collie,21/05/2021,13,yes,33.06666461,0,0
Mogli5,teasing,1,vocalisation,0,dog_41,3,M,12/04/2020,Border Collie,21/05/2021,13,yes,31.46666667,0,0
Mogli5,teasing,2,vocalisation,0,dog_41,3,M,12/04/2020,Border Collie,21/05/2021,13,yes,30.26666667,0,0
Mogli5,teasing,3,vocalisation,1.8,dog_41,3,M,12/04/2020,Border Collie,21/05/2021,13,yes,31.43333333,0.057264051,1
Mogli5,teasing,4,vocalisation,0,dog_41,3,M,12/04/2020,Border Collie,21/05/2021,13,yes,30.8,0,0
Nala10,blocked,1,vocalisation,0,dog_45,1,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,33.19996311,0,0
Nala10,blocked,2,vocalisation,0,dog_45,1,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,31.89996456,0,1
Nala10,blocked,3,vocalisation,0,dog_45,1,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,31.89996456,0,0
Nala10,blocked,4,vocalisation,0,dog_45,1,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,28.69996811,0,0
Nala10,clumsy,1,vocalisation,0,dog_45,3,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,33.89996239,0,0
Nala10,clumsy,2,vocalisation,0,dog_45,3,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,33.96662899,0,0
Nala10,clumsy,3,vocalisation,0,dog_45,3,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,32.8999635,0,0
Nala10,clumsy,4,vocalisation,0,dog_45,3,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,32.79996361,0,0
Nala10,teasing,1,vocalisation,0,dog_45,2,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,35.16658789,0,0
Nala10,teasing,2,vocalisation,0,dog_45,2,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,31.9332618,0,0
Nala10,teasing,3,vocalisation,0,dog_45,2,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,31.06659707,0,0
Nala10,teasing,4,vocalisation,0,dog_45,2,F,16/05/2010,Golden Retriever,20/05/2021,132,yes,31.3665964,0,0
Nikki,blocked,1,vocalisation,0,dog_22,2,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,41.56660318,0,0
Nikki,blocked,2,vocalisation,0,dog_22,2,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,31.26661891,0,0
Nikki,blocked,3,vocalisation,0,dog_22,2,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,41.63326974,0,0
Nikki,blocked,4,vocalisation,0,dog_22,2,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,46.03326302,0,0
Nikki,clumsy,1,vocalisation,0,dog_22,3,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,35.46664451,0,0
Nikki,clumsy,2,vocalisation,0,dog_22,3,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,33.53331239,0,0
Nikki,clumsy,3,vocalisation,0,dog_22,3,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,35.83331095,0,0
Nikki,clumsy,4,vocalisation,0,dog_22,3,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,34.59997839,0,0
Nikki,teasing,1,vocalisation,0,dog_22,1,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,29.26663869,0,0
Nikki,teasing,2,vocalisation,0,dog_22,1,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,31.8666362,0,0
Nikki,teasing,3,vocalisation,0,dog_22,1,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,32.29996912,0,0
Nikki,teasing,4,vocalisation,0,dog_22,1,F,10/04/2016,Bernese Mountain Dog,13/05/2021,61,no,31.49996989,0,0
Olivy,blocked,1,vocalisation,0,dog_31,3,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,31.26666482,0,0
Olivy,blocked,2,vocalisation,0,dog_31,3,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,30.53333153,0,0
Olivy,blocked,3,vocalisation,0,dog_31,3,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,29.56666492,0,0
Olivy,blocked,4,vocalisation,0,dog_31,3,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,31.16666483,0,0
Olivy,clumsy,1,vocalisation,0,dog_31,2,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,38.93333333,0,0
Olivy,clumsy,2,vocalisation,0,dog_31,2,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,29.66666667,0,0
Olivy,clumsy,3,vocalisation,0,dog_31,2,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,32.2,0,0
Olivy,clumsy,4,vocalisation,0,dog_31,2,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,32.5,0,0
Olivy,teasing,1,vocalisation,0,dog_31,1,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,29.59999819,0,0
Olivy,teasing,2,vocalisation,0,dog_31,1,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,31.86666472,0,0
Olivy,teasing,3,vocalisation,0,dog_31,1,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,30.19999815,0,0
Olivy,teasing,4,vocalisation,0,dog_31,1,F,14/04/2019,Poodle (Standard/Royal),20/05/2021,25,yes,32.29999802,0,0
Pebbles3,blocked,1,vocalisation,0,dog_25,3,F,05/01/2019,French Bulldog,07/05/2021,28,no,43.13333125,0,0
Pebbles3,blocked,2,vocalisation,0,dog_25,3,F,05/01/2019,French Bulldog,07/05/2021,28,no,35.16666496,0,0
Pebbles3,blocked,3,vocalisation,0,dog_25,3,F,05/01/2019,French Bulldog,07/05/2021,28,no,37.06666487,0,0
Pebbles3,blocked,4,vocalisation,0,dog_25,3,F,05/01/2019,French Bulldog,07/05/2021,28,no,32.53333176,0,0
Pebbles3,clumsy,1,vocalisation,0,dog_25,2,F,05/01/2019,French Bulldog,07/05/2021,28,no,36.6,0,0
Pebbles3,clumsy,2,vocalisation,0,dog_25,2,F,05/01/2019,French Bulldog,07/05/2021,28,no,32.83333333,0,0
Pebbles3,clumsy,3,vocalisation,0,dog_25,2,F,05/01/2019,French Bulldog,07/05/2021,28,no,36.4,0,0
Pebbles3,clumsy,4,vocalisation,0,dog_25,2,F,05/01/2019,French Bulldog,07/05/2021,28,no,35.06666667,0,0
Pebbles3,teasing,1,vocalisation,0,dog_25,1,F,05/01/2019,French Bulldog,07/05/2021,28,no,31.83333172,0,0
Pebbles3,teasing,2,vocalisation,0,dog_25,1,F,05/01/2019,French Bulldog,07/05/2021,28,no,33.5999983,0,0
Pebbles3,teasing,3,vocalisation,0,dog_25,1,F,05/01/2019,French Bulldog,07/05/2021,28,no,28.36666523,0,0
Pebbles3,teasing,4,vocalisation,0,dog_25,1,F,05/01/2019,French Bulldog,07/05/2021,28,no,32.83333167,0,0
Roxy5,blocked,1,vocalisation,6.266659836,dog_06,1,F,22/04/2015,Irish Red Setter,04/05/2021,72,at 3rd trial,29.49996785,0.212429378,1
Roxy5,blocked,2,vocalisation,11.76665384,dog_06,1,F,22/04/2015,Irish Red Setter,04/05/2021,72,at 3rd trial,28.9666351,0.406214039,1
Roxy5,blocked,3,vocalisation,0,dog_06,1,F,22/04/2015,Irish Red Setter,04/05/2021,72,at 3rd trial,28.56663553,0,0
Roxy5,blocked,4,vocalisation,0,dog_06,1,F,22/04/2015,Irish Red Setter,04/05/2021,72,at 3rd trial,24.06664044,0,0
Roxy5,clumsy,1,vocalisation,0,dog_06,2,F,22/04/2015,Irish Red Setter,04/05/2021,72,yes,34.63329921,0,0
Roxy5,clumsy,2,vocalisation,0,dog_06,2,F,22/04/2015,Irish Red Setter,04/05/2021,72,yes,34.46663271,0,0
Roxy5,clumsy,3,vocalisation,0,dog_06,2,F,22/04/2015,Irish Red Setter,04/05/2021,72,yes,32.99996749,0,0
Roxy5,clumsy,4,vocalisation,0,dog_06,2,F,22/04/2015,Irish Red Setter,04/05/2021,72,yes,35.06663212,0,0
Roxy5,teasing,1,vocalisation,0,dog_06,3,F,22/04/2015,Irish Red Setter,04/05/2021,72,no,34.83325878,0,0
Roxy5,teasing,2,vocalisation,0,dog_06,3,F,22/04/2015,Irish Red Setter,04/05/2021,72,no,29.26660402,0,0
Roxy5,teasing,3,vocalisation,0,dog_06,3,F,22/04/2015,Irish Red Setter,04/05/2021,72,no,36.03325621,0,0
Roxy5,teasing,4,vocalisation,0,dog_06,3,F,22/04/2015,Irish Red Setter,04/05/2021,72,no,29.93326926,0,0
Ruby8,blocked,1,vocalisation,0,dog_28,2,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,38.3999133,0,0
Ruby8,blocked,2,vocalisation,0,dog_28,2,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,32.36659359,0,0
Ruby8,blocked,3,vocalisation,0,dog_28,2,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,36.99991646,0,0
Ruby8,blocked,4,vocalisation,0,dog_28,2,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,35.23325378,0,0
Ruby8,clumsy,1,vocalisation,0,dog_28,3,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,32.59996603,0,0
Ruby8,clumsy,2,vocalisation,0,dog_28,3,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,32.69996592,0,0
Ruby8,clumsy,3,vocalisation,0,dog_28,3,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,34.79996374,0,0
Ruby8,clumsy,4,vocalisation,0,dog_28,3,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,34.86663033,0,0
Ruby8,teasing,1,vocalisation,0,dog_28,1,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,34.23333333,0,0
Ruby8,teasing,2,vocalisation,0,dog_28,1,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,33.13333333,0,0
Ruby8,teasing,3,vocalisation,0,dog_28,1,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,33.26666667,0,0
Ruby8,teasing,4,vocalisation,0,dog_28,1,F,20/06/2009,Jack Russell Terrier,17/05/2021,142,no,37.33333333,0,0
Thaya,blocked,1,vocalisation,0,dog_35,2,F,17/12/2010,Whippet,19/05/2021,125,yes,32.83325619,0,0
Thaya,blocked,2,vocalisation,0,dog_35,2,F,17/12/2010,Whippet,19/05/2021,125,yes,33.29992176,0,0
Thaya,blocked,3,vocalisation,0,dog_35,2,F,17/12/2010,Whippet,19/05/2021,125,yes,35.63324961,0,0
Thaya,blocked,4,vocalisation,0,dog_35,2,F,17/12/2010,Whippet,19/05/2021,125,yes,31.83325854,0,0
Thaya,clumsy,1,vocalisation,0,dog_35,1,F,17/12/2010,Whippet,19/05/2021,125,yes,33.93329773,0,0
Thaya,clumsy,2,vocalisation,0,dog_35,1,F,17/12/2010,Whippet,19/05/2021,125,yes,34.93329668,0,0
Thaya,clumsy,3,vocalisation,0,dog_35,1,F,17/12/2010,Whippet,19/05/2021,125,yes,36.36662851,0,0
Thaya,clumsy,4,vocalisation,0,dog_35,1,F,17/12/2010,Whippet,19/05/2021,125,yes,35.73329584,0,1
Thaya,teasing,1,vocalisation,0,dog_35,3,F,17/12/2010,Whippet,19/05/2021,125,yes,32.13333134,0,1
Thaya,teasing,2,vocalisation,0,dog_35,3,F,17/12/2010,Whippet,19/05/2021,125,yes,32.99999795,0,0
Thaya,teasing,3,vocalisation,0,dog_35,3,F,17/12/2010,Whippet,19/05/2021,125,yes,34.09999789,0,1
Thaya,teasing,4,vocalisation,0,dog_35,3,F,17/12/2010,Whippet,19/05/2021,125,yes,30.0666648,0,1
Ultimo,blocked,1,vocalisation,0,dog_19,3,M,29/10/2009,Border Collie,11/05/2021,138,"yes, 1st 3rd 4th trial",32.03329974,0,0
Ultimo,blocked,2,vocalisation,2.566663976,dog_19,3,M,29/10/2009,Border Collie,11/05/2021,138,"yes, 1st 3rd 4th trial",33.06663199,0.077620968,1
Ultimo,blocked,3,vocalisation,0,dog_19,3,M,29/10/2009,Border Collie,11/05/2021,138,"yes, 1st 3rd 4th trial",33.56663147,0,0
Ultimo,blocked,4,vocalisation,0,dog_19,3,M,29/10/2009,Border Collie,11/05/2021,138,"yes, 1st 3rd 4th trial",32.23329953,0,0
Ultimo,clumsy,1,vocalisation,0,dog_19,2,M,29/10/2009,Border Collie,11/05/2021,138,no,34.26662923,0,0
Ultimo,clumsy,2,vocalisation,0,dog_19,2,M,29/10/2009,Border Collie,11/05/2021,138,no,34.09996274,0,0
Ultimo,clumsy,3,vocalisation,0,dog_19,2,M,29/10/2009,Border Collie,11/05/2021,138,no,34.5666289,0,0
Ultimo,clumsy,4,vocalisation,0,dog_19,2,M,29/10/2009,Border Collie,11/05/2021,138,no,33.33329692,0,0
Ultimo,teasing,1,vocalisation,0,dog_19,1,M,29/10/2009,Border Collie,11/05/2021,138,no,31.43333333,0,0
Ultimo,teasing,2,vocalisation,0,dog_19,1,M,29/10/2009,Border Collie,11/05/2021,138,no,34.46666667,0,0
Ultimo,teasing,3,vocalisation,0,dog_19,1,M,29/10/2009,Border Collie,11/05/2021,138,no,33.76666667,0,0
Ultimo,teasing,4,vocalisation,0,dog_19,1,M,29/10/2009,Border Collie,11/05/2021,138,no,32.83333333,0,0
