"","subject","condition","trial","Value","sum_duration","subjectID","block","sex","date.of.birth","breed","test.date","age","sound.problem","trial_duration","prop.duration","vocalisation"
"1","Abby2","blocked",1,"vocalisation",0,"dog_11",2,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",33.63325131,0,0
"2","Abby2","blocked",2,"vocalisation",0,"dog_11",2,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",34.79991513,0,0
"3","Abby2","blocked",3,"vocalisation",0,"dog_11",2,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",36.19991172,0,0
"4","Abby2","blocked",4,"vocalisation",0,"dog_11",2,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",35.79991269,0,0
"5","Abby2","clumsy",1,"vocalisation",0,"dog_11",1,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",32.09999768,0,0
"6","Abby2","clumsy",2,"vocalisation",0,"dog_11",1,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",42.26666361,0,0
"7","Abby2","clumsy",3,"vocalisation",0,"dog_11",1,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",32.96666428,0,0
"8","Abby2","clumsy",4,"vocalisation",0,"dog_11",1,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",32.39999766,0,0
"9","Abby2","teasing",1,"vocalisation",0,"dog_11",3,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",29.86666476,0,0
"10","Abby2","teasing",2,"vocalisation",0,"dog_11",3,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",29.39999813,0,0
"11","Abby2","teasing",3,"vocalisation",0,"dog_11",3,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",30.96666469,0,0
"12","Abby2","teasing",4,"vocalisation",0,"dog_11",3,"F","01/01/2015","Mix (Shepherd)","06/05/2021",76,"no",29.86666476,0,0
"13","Allegro2","blocked",1,"vocalisation",0,"dog_20",3,"M","17/05/2013","Border Collie","13/05/2021",95,"no",39.29999749,0,0
"14","Allegro2","blocked",2,"vocalisation",0,"dog_20",3,"M","17/05/2013","Border Collie","13/05/2021",95,"no",32.33333127,0,0
"15","Allegro2","blocked",3,"vocalisation",0,"dog_20",3,"M","17/05/2013","Border Collie","13/05/2021",95,"no",30.56666471,0,0
"16","Allegro2","blocked",4,"vocalisation",0,"dog_20",3,"M","17/05/2013","Border Collie","13/05/2021",95,"no",32.3666646,0,0
"17","Allegro2","clumsy",1,"vocalisation",0,"dog_20",1,"M","17/05/2013","Border Collie","13/05/2021",95,"no",37.03333333,0,0
"18","Allegro2","clumsy",2,"vocalisation",0,"dog_20",1,"M","17/05/2013","Border Collie","13/05/2021",95,"no",33.73333333,0,0
"19","Allegro2","clumsy",3,"vocalisation",0,"dog_20",1,"M","17/05/2013","Border Collie","13/05/2021",95,"no",32.86666667,0,0
"20","Allegro2","clumsy",4,"vocalisation",0,"dog_20",1,"M","17/05/2013","Border Collie","13/05/2021",95,"no",32.86666667,0,0
"21","Allegro2","teasing",1,"vocalisation",0,"dog_20",2,"M","17/05/2013","Border Collie","13/05/2021",95,"no",30.33329625,0,0
"22","Allegro2","teasing",2,"vocalisation",0,"dog_20",2,"M","17/05/2013","Border Collie","13/05/2021",95,"no",31.83329441,0,0
"23","Allegro2","teasing",3,"vocalisation",0,"dog_20",2,"M","17/05/2013","Border Collie","13/05/2021",95,"no",34.03329172,0,0
"24","Allegro2","teasing",4,"vocalisation",0,"dog_20",2,"M","17/05/2013","Border Collie","13/05/2021",95,"no",32.13329404,0,0
"25","Aoife","blocked",1,"vocalisation",0,"dog_13",3,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",33.76666667,0,0
"26","Aoife","blocked",2,"vocalisation",0,"dog_13",3,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",34.96666667,0,0
"27","Aoife","blocked",3,"vocalisation",0,"dog_13",3,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",36.46666667,0,0
"28","Aoife","blocked",4,"vocalisation",0,"dog_13",3,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",32.23333333,0,0
"29","Aoife","clumsy",1,"vocalisation",0,"dog_13",2,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",31.83327194,0,0
"30","Aoife","clumsy",2,"vocalisation",0,"dog_13",2,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",33.09993617,0,0
"31","Aoife","clumsy",3,"vocalisation",0,"dog_13",2,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",33.83326809,0,0
"32","Aoife","clumsy",4,"vocalisation",0,"dog_13",2,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",33.43326886,0,0
"33","Aoife","teasing",1,"vocalisation",0,"dog_13",1,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",33.76666481,0,0
"34","Aoife","teasing",2,"vocalisation",0,"dog_13",1,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",31.23333162,0,0
"35","Aoife","teasing",3,"vocalisation",0,"dog_13",1,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",33.03333152,0,0
"36","Aoife","teasing",4,"vocalisation",0,"dog_13",1,"F","21/03/2013","Irish Glen of Imaal Terrier","20/05/2021",97,"yes",31.46666494,0,0
"37","Arthur1","blocked",1,"vocalisation",0,"dog_09",1,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",33.83328137,0,0
"38","Arthur1","blocked",2,"vocalisation",0,"dog_09",1,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",30.49995315,0,0
"39","Arthur1","blocked",3,"vocalisation",0,"dog_09",1,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",33.26661557,0,0
"40","Arthur1","blocked",4,"vocalisation",0,"dog_09",1,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",24.66662878,0,0
"41","Arthur1","clumsy",1,"vocalisation",0,"dog_09",3,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",32.69999825,0,0
"42","Arthur1","clumsy",2,"vocalisation",0,"dog_09",3,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",35.4999981,0,0
"43","Arthur1","clumsy",3,"vocalisation",0,"dog_09",3,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",31.03333167,0,0
"44","Arthur1","clumsy",4,"vocalisation",0,"dog_09",3,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",32.63333159,0,0
"45","Arthur1","teasing",1,"vocalisation",0,"dog_09",2,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",35.76663219,0,0
"46","Arthur1","teasing",2,"vocalisation",0,"dog_09",2,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",31.33330313,0,0
"47","Arthur1","teasing",3,"vocalisation",0,"dog_09",2,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",31.56663623,0,0
"48","Arthur1","teasing",4,"vocalisation",0,"dog_09",2,"M","01/01/2010","Mix (Dachshund, Terrier)","07/05/2021",136,"no",33.73330081,0,0
"49","Ava","blocked",1,"vocalisation",0,"dog_05",2,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",32.8999358,0,0
"50","Ava","blocked",2,"vocalisation",0,"dog_05",2,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",33.46660136,0,0
"51","Ava","blocked",3,"vocalisation",0,"dog_05",2,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",28.43327785,0,0
"52","Ava","blocked",4,"vocalisation",0,"dog_05",2,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",29.99994146,0,0
"53","Ava","clumsy",1,"vocalisation",0,"dog_05",1,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",31.9,0,0
"54","Ava","clumsy",2,"vocalisation",0,"dog_05",1,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",25.13333333,0,0
"55","Ava","clumsy",3,"vocalisation",0,"dog_05",1,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",27.6,0,0
"56","Ava","clumsy",4,"vocalisation",0,"dog_05",1,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"yes",30.4,0,0
"57","Ava","teasing",1,"vocalisation",0,"dog_05",3,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"no",36.16658877,0,0
"58","Ava","teasing",2,"vocalisation",0,"dog_05",3,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"no",30.89993345,0,0
"59","Ava","teasing",3,"vocalisation",0,"dog_05",3,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"no",31.06659975,0,0
"60","Ava","teasing",4,"vocalisation",0,"dog_05",3,"F","20/03/2019","Irish Red Setter","04/05/2021",25,"no",28.83327123,0,0
"61","Baldur","blocked",1,"vocalisation",0,"dog_43",3,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",30.93333333,0,0
"62","Baldur","blocked",2,"vocalisation",0,"dog_43",3,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",25.53333333,0,0
"63","Baldur","blocked",3,"vocalisation",0,"dog_43",3,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",31.06666667,0,0
"64","Baldur","blocked",4,"vocalisation",0,"dog_43",3,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",31.93333333,0,0
"65","Baldur","clumsy",1,"vocalisation",0,"dog_43",2,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",33.76666667,0,0
"66","Baldur","clumsy",2,"vocalisation",0,"dog_43",2,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",31.96666667,0,0
"67","Baldur","clumsy",3,"vocalisation",0,"dog_43",2,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",33.1,0,0
"68","Baldur","clumsy",4,"vocalisation",0,"dog_43",2,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",31.53333333,0,0
"69","Baldur","teasing",1,"vocalisation",0,"dog_43",1,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",31.43333333,0,0
"70","Baldur","teasing",2,"vocalisation",0,"dog_43",1,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",31.2,0,0
"71","Baldur","teasing",3,"vocalisation",0,"dog_43",1,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",34.56666667,0,0
"72","Baldur","teasing",4,"vocalisation",0,"dog_43",1,"M","05/05/2015","Irish Soft Coated Wheaten Terrier","14/05/2021",72,"no",35.16666667,0,0
"73","Blue3","blocked",1,"vocalisation",0,"dog_02",3,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",30.23333333,0,0
"74","Blue3","blocked",2,"vocalisation",0,"dog_02",3,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",30.43333333,0,0
"75","Blue3","blocked",3,"vocalisation",0,"dog_02",3,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",31.46666667,0,0
"76","Blue3","blocked",4,"vocalisation",0,"dog_02",3,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",29.86666667,0,0
"77","Blue3","clumsy",1,"vocalisation",0,"dog_02",1,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"no",36.1332425,0,0
"78","Blue3","clumsy",2,"vocalisation",0,"dog_02",1,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"no",34.36658028,0,0
"79","Blue3","clumsy",3,"vocalisation",0,"dog_02",1,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"no",31.76658681,0,0
"80","Blue3","clumsy",4,"vocalisation",0,"dog_02",1,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"no",30.96658883,0,0
"81","Blue3","teasing",1,"vocalisation",0,"dog_02",2,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",34.3,0,0
"82","Blue3","teasing",2,"vocalisation",0,"dog_02",2,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",33,0,0
"83","Blue3","teasing",3,"vocalisation",0,"dog_02",2,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",33.4,0,0
"84","Blue3","teasing",4,"vocalisation",0,"dog_02",2,"F","03/01/2013","Labrador Retriever","04/05/2021",100,"yes",33,0,0
"85","Cappuccina","blocked",1,"vocalisation",0.433332888,"dog_36",1,"F","11/11/2014","Border Collie","21/05/2021",78,"no",34.63329777,0.0125120307883404,1
"86","Cappuccina","blocked",2,"vocalisation",0,"dog_36",1,"F","11/11/2014","Border Collie","21/05/2021",78,"no",30.99996816,0,0
"87","Cappuccina","blocked",3,"vocalisation",0,"dog_36",1,"F","11/11/2014","Border Collie","21/05/2021",78,"no",31.63330085,0,0
"88","Cappuccina","blocked",4,"vocalisation",0,"dog_36",1,"F","11/11/2014","Border Collie","21/05/2021",78,"no",23.16664288,0,0
"89","Cappuccina","clumsy",1,"vocalisation",0,"dog_36",2,"F","11/11/2014","Border Collie","21/05/2021",78,"no",34.29999784,0,0
"90","Cappuccina","clumsy",2,"vocalisation",0,"dog_36",2,"F","11/11/2014","Border Collie","21/05/2021",78,"no",32.79999793,0,0
"91","Cappuccina","clumsy",3,"vocalisation",0,"dog_36",2,"F","11/11/2014","Border Collie","21/05/2021",78,"no",31.23333137,0,0
"92","Cappuccina","clumsy",4,"vocalisation",0,"dog_36",2,"F","11/11/2014","Border Collie","21/05/2021",78,"no",33.06666458,0,0
"93","Cappuccina","teasing",1,"vocalisation",0,"dog_36",3,"F","11/11/2014","Border Collie","21/05/2021",78,"no",30.16663553,0,0
"94","Cappuccina","teasing",2,"vocalisation",0,"dog_36",3,"F","11/11/2014","Border Collie","21/05/2021",78,"no",32.16663347,0,0
"95","Cappuccina","teasing",3,"vocalisation",0,"dog_36",3,"F","11/11/2014","Border Collie","21/05/2021",78,"no",36.19996264,0,0
"96","Cappuccina","teasing",4,"vocalisation",0,"dog_36",3,"F","11/11/2014","Border Collie","21/05/2021",78,"no",30.53330182,0,0
"97","Charly5","blocked",1,"vocalisation",0,"dog_01",3,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",30.86663409,0,0
"98","Charly5","blocked",2,"vocalisation",0,"dog_01",3,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",33.43329805,0,0
"99","Charly5","blocked",3,"vocalisation",0,"dog_01",3,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",32.19996602,0,0
"100","Charly5","blocked",4,"vocalisation",0,"dog_01",3,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",36.89996105,0,0
"101","Charly5","clumsy",1,"vocalisation",0,"dog_01",2,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",31.06666484,0,0
"102","Charly5","clumsy",2,"vocalisation",0,"dog_01",2,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",32.49999809,0,0
"103","Charly5","clumsy",3,"vocalisation",0,"dog_01",2,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",38.33333108,0,0
"104","Charly5","clumsy",4,"vocalisation",0,"dog_01",2,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",29.33333161,0,0
"105","Charly5","teasing",1,"vocalisation",0,"dog_01",1,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",26.9332804,0,0
"106","Charly5","teasing",2,"vocalisation",0,"dog_01",1,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",31.8999373,0,0
"107","Charly5","teasing",3,"vocalisation",0,"dog_01",1,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",32.59993593,0,0
"108","Charly5","teasing",4,"vocalisation",0,"dog_01",1,"M","25/08/2016","Spanish Water Dog","03/05/2021",56,"no",35.19993082,0,0
"109","Destino","blocked",1,"vocalisation",0,"dog_21",1,"M","21/01/2020","Border Collie","13/05/2021",15,"no",33.83333333,0,0
"110","Destino","blocked",2,"vocalisation",0,"dog_21",1,"M","21/01/2020","Border Collie","13/05/2021",15,"no",36.3,0,0
"111","Destino","blocked",3,"vocalisation",0,"dog_21",1,"M","21/01/2020","Border Collie","13/05/2021",15,"no",31.16666667,0,0
"112","Destino","blocked",4,"vocalisation",0,"dog_21",1,"M","21/01/2020","Border Collie","13/05/2021",15,"no",35.8,0,0
"113","Destino","clumsy",1,"vocalisation",0,"dog_21",3,"M","21/01/2020","Border Collie","13/05/2021",15,"no",35.06666667,0,0
"114","Destino","clumsy",2,"vocalisation",0,"dog_21",3,"M","21/01/2020","Border Collie","13/05/2021",15,"no",33.86666667,0,0
"115","Destino","clumsy",3,"vocalisation",0,"dog_21",3,"M","21/01/2020","Border Collie","13/05/2021",15,"no",35.43333333,0,0
"116","Destino","clumsy",4,"vocalisation",2.6,"dog_21",3,"M","21/01/2020","Border Collie","13/05/2021",15,"no",35.7,0.0728291316526611,1
"117","Destino","teasing",1,"vocalisation",5.2,"dog_21",2,"M","21/01/2020","Border Collie","13/05/2021",15,"no",36.3,0.143250688705234,1
"118","Destino","teasing",2,"vocalisation",3.566666667,"dog_21",2,"M","21/01/2020","Border Collie","13/05/2021",15,"no",33.26666667,0.107214428856993,1
"119","Destino","teasing",3,"vocalisation",8.4,"dog_21",2,"M","21/01/2020","Border Collie","13/05/2021",15,"no",33.03333333,0.254288597402047,1
"120","Destino","teasing",4,"vocalisation",7.466666667,"dog_21",2,"M","21/01/2020","Border Collie","13/05/2021",15,"no",31.73333333,0.235294117682279,1
"121","Duana","blocked",1,"vocalisation",0,"dog_33",1,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",30.79996958,0,0
"122","Duana","blocked",2,"vocalisation",0,"dog_33",1,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",31.79996859,0,0
"123","Duana","blocked",3,"vocalisation",0,"dog_33",1,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",31.93330179,0,0
"124","Duana","blocked",4,"vocalisation",0,"dog_33",1,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",31.16663588,0,0
"125","Duana","clumsy",1,"vocalisation",0,"dog_33",3,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",35.29996978,0,0
"126","Duana","clumsy",2,"vocalisation",0,"dog_33",3,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",31.83330609,0,0
"127","Duana","clumsy",3,"vocalisation",0,"dog_33",3,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",33.2999715,0,0
"128","Duana","clumsy",4,"vocalisation",0,"dog_33",3,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",34.6999703,0,0
"129","Duana","teasing",1,"vocalisation",0,"dog_33",2,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",32.13333333,0,0
"130","Duana","teasing",2,"vocalisation",0,"dog_33",2,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",32.13333333,0,0
"131","Duana","teasing",3,"vocalisation",0,"dog_33",2,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",29.56666667,0,0
"132","Duana","teasing",4,"vocalisation",0,"dog_33",2,"F","03/12/2016","Irish Glen of Imaal Terrier","20/05/2021",53,"yes",32.06666667,0,0
"133","Dunni","blocked",1,"vocalisation",0,"dog_47",2,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",29.96664509,0,0
"134","Dunni","blocked",2,"vocalisation",0,"dog_47",2,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",32.866643,0,0
"135","Dunni","blocked",3,"vocalisation",0,"dog_47",2,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",33.2333094,0,0
"136","Dunni","blocked",4,"vocalisation",0,"dog_47",2,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",38.09997257,0,0
"137","Dunni","clumsy",1,"vocalisation",0,"dog_47",1,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",30.73330826,0,0
"138","Dunni","clumsy",2,"vocalisation",0,"dog_47",1,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",33.53330598,0,0
"139","Dunni","clumsy",3,"vocalisation",0,"dog_47",1,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",32.39997357,0,0
"140","Dunni","clumsy",4,"vocalisation",0,"dog_47",1,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",32.49997349,0,0
"141","Dunni","teasing",1,"vocalisation",0,"dog_47",3,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",43.63333333,0,0
"142","Dunni","teasing",2,"vocalisation",0,"dog_47",3,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",28.6,0,0
"143","Dunni","teasing",3,"vocalisation",0,"dog_47",3,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",36.66666667,0,0
"144","Dunni","teasing",4,"vocalisation",0,"dog_47",3,"F","21/02/2020","Miniature Pinscher ","19/05/2021",14,"yes",39.76666667,0,0
"145","Fiby2","blocked",1,"vocalisation",0,"dog_32",3,"F","04/12/2014","French Bulldog","18/05/2021",77,"yes",32.53329773,0,0
